folio;folio_integrante;resultado_ent1;resultado_ent2;resultado_ent3;resultado_ent4;entidad;desc_ent;municipio;desc_mun;region;edad;sexo;peso_tortilla_maiz;peso_tortilla_trigo;consumo_semejante;ponderador;estrato;estrato_seleccion;upm;grupo
2022_27004035;2022_27004035_01;1;0;0;0;27;27 TABASCO;4;004 CENTRO;Península;61;Mujer;;;Menor;72225.4569901697;Metropolitano (100mil y + Hab);273;270040001105A;Adolescentes y Adultos
2022_27004035;2022_27004035_04;1;0;0;0;27;27 TABASCO;4;004 CENTRO;Península;26;Hombre;0.0;;Igual;95789.0075601705;Metropolitano (100mil y + Hab);273;270040001105A;Adolescentes y Adultos
2022_27004039;2022_27004039_02;1;0;0;0;27;27 TABASCO;4;004 CENTRO;Península;61;Mujer;21.0;;Igual;46516.0181708412;Metropolitano (100mil y + Hab);273;270040001105A;Adolescentes y Adultos
2022_27004048;2022_27004048_03;1;0;0;0;27;27 TABASCO;4;004 CENTRO;Península;17;Hombre;18.0;;Menor;34520.2307244944;Metropolitano (100mil y + Hab);273;270040001105A;Adolescentes y Adultos
2022_27006009;2022_27006009_03;1;0;0;0;27;27 TABASCO;6;006 CUNDUACÁN;Península;34;Mujer;20.0;;Igual;38997.9137022089;Rural  ( <2500 Hab );271;2700600000056;Adolescentes y Adultos
2022_27006018;2022_27006018_01;1;0;0;0;27;27 TABASCO;6;006 CUNDUACÁN;Península;33;Hombre;19.0;;Igual;209878.90953533;Rural  ( <2500 Hab );271;2700600000056;Adolescentes y Adultos
2022_27006022;2022_27006022_02;1;0;0;0;27;27 TABASCO;6;006 CUNDUACÁN;Península;37;Mujer;;0.0;Igual;48733.8398919736;Rural  ( <2500 Hab );271;2700600000056;Adolescentes y Adultos
2022_27008005;2022_27008005_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;32;Mujer;0.0;0.0;Igual;37791.116862021;Urbano ( 2500-99,999 Hab);272;2700800010559;Adolescentes y Adultos
2022_27008007;2022_27008007_05;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;21;Hombre;18.0;;Igual;66869.8974396725;Urbano ( 2500-99,999 Hab);272;2700800010559;Adolescentes y Adultos
2022_27008024;2022_27008024_05;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;16;Hombre;;;Igual;48264.5055250816;Urbano ( 2500-99,999 Hab);272;2700800010559;Adolescentes y Adultos
2022_27008033;2022_27008033_02;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;26;Mujer;16.0;;Igual;29528.6152511769;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27008036;2022_27008036_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;67;Hombre;0.0;;Igual;17865.7488171748;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27008037;2022_27008037_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;58;Hombre;16.0;;Igual;37256.4058673448;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27008044;2022_27008044_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;67;Hombre;18.0;;Igual;74512.8117346895;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27008064;2022_27008064_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;52;Mujer;0.0;;Igual;16356.051708219;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27008067;2022_27008067_01;1;0;0;0;27;27 TABASCO;8;008 HUIMANGUILLO;Península;46;Hombre;0.0;;Igual;34108.1533757423;Rural  ( <2500 Hab );271;2700800000417;Adolescentes y Adultos
2022_27010007;2022_27010007_02;1;0;0;0;27;27 TABASCO;10;010 JALPA DE MÉNDEZ;Península;70;Hombre;18.0;;Igual;78083.4980690027;Rural  ( <2500 Hab );271;2701000000044;Adolescentes y Adultos
2022_27010008;2022_27010008_04;1;0;0;0;27;27 TABASCO;10;010 JALPA DE MÉNDEZ;Península;25;Mujer;18.0;;Mayor;185661.835993139;Rural  ( <2500 Hab );271;2701000000044;Adolescentes y Adultos
2022_27013019;2022_27013019_01;1;0;0;0;27;27 TABASCO;13;013 NACAJUCA;Península;52;Hombre;0.0;0.0;Igual;100782.061420689;Urbano ( 2500-99,999 Hab);272;2701300620099;Adolescentes y Adultos
2022_27013024;2022_27013024_01;1;0;0;0;27;27 TABASCO;13;013 NACAJUCA;Península;72;Mujer;25.0;;Menor;37206.1786850651;Urbano ( 2500-99,999 Hab);272;2701300620099;Adolescentes y Adultos
2022_27013025;2022_27013025_02;1;0;0;0;27;27 TABASCO;13;013 NACAJUCA;Península;29;Hombre;22.0;0.0;Igual;74777.2351809675;Urbano ( 2500-99,999 Hab);272;2701300620099;Adolescentes y Adultos
2022_27017014;2022_27017014_01;1;0;0;0;27;27 TABASCO;17;017 TENOSIQUE;Península;39;Mujer;0.0;;Igual;27973.1571548303;Urbano ( 2500-99,999 Hab);272;2701700010312;Adolescentes y Adultos
2022_28003017;2022_28003017_02;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;29;Mujer;24.0;;Igual;37670.6006482744;Urbano ( 2500-99,999 Hab);282;2800300011911;Adolescentes y Adultos
2022_28003019;2022_28003019_03;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;16;Hombre;20.0;;Igual;176939.295914571;Urbano ( 2500-99,999 Hab);282;2800300011911;Adolescentes y Adultos
2022_28003026;2022_28003026_02;2;1;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;27;Hombre;26.0;0.0;Igual;83983.7749359507;Urbano ( 2500-99,999 Hab);282;2800300011911;Adolescentes y Adultos
2022_28003027;2022_28003027_02;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;26;Mujer;22.0;;Igual;53381.7766398023;Urbano ( 2500-99,999 Hab);282;2800300011911;Adolescentes y Adultos
2022_28003063;2022_28003063_03;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;12;Hombre;22.0;28.0;Igual;94696.5706872306;Metropolitano (100mil y + Hab);283;280030122206A;Adolescentes y Adultos
2022_28003064;2022_28003064_01;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;56;Mujer;24.0;28.0;Igual;86389.2277662915;Metropolitano (100mil y + Hab);283;280030122206A;Adolescentes y Adultos
2022_28003069;2022_28003069_01;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;45;Hombre;24.0;;Igual;108283.513408428;Metropolitano (100mil y + Hab);283;280030122206A;Adolescentes y Adultos
2022_28003073;2022_28003073_02;1;0;0;0;28;28 TAMAULIPAS;3;003 ALTAMIRA;Frontera;51;Mujer;26.0;;Igual;140090.639621013;Metropolitano (100mil y + Hab);283;280030122206A;Adolescentes y Adultos
2022_28009002;2022_28009002_01;1;0;0;0;28;28 TAMAULIPAS;9;009 CIUDAD MADERO;Frontera;25;Mujer;26.0;;Igual;420424.558167942;Metropolitano (100mil y + Hab);283;2800900010546;Adolescentes y Adultos
2022_28009008;2022_28009008_02;1;0;0;0;28;28 TAMAULIPAS;9;009 CIUDAD MADERO;Frontera;62;Mujer;20.0;;Igual;238116.528852709;Metropolitano (100mil y + Hab);283;2800900010546;Adolescentes y Adultos
2022_28017006;2022_28017006_01;1;0;0;0;28;28 TAMAULIPAS;17;017 JAUMAVE;Frontera;45;Hombre;26.0;;Igual;47595.9192425911;Rural  ( <2500 Hab );281;2801700000158;Adolescentes y Adultos
2022_28017026;2022_28017026_04;1;0;0;0;28;28 TAMAULIPAS;17;017 JAUMAVE;Frontera;15;Hombre;48.0;;Menor;125055.654077935;Rural  ( <2500 Hab );281;2801700000158;Adolescentes y Adultos
2022_28017028;2022_28017028_03;1;0;0;0;28;28 TAMAULIPAS;17;017 JAUMAVE;Frontera;37;Mujer;26.0;26.0;Igual;30374.649003665;Rural  ( <2500 Hab );281;2801700000158;Adolescentes y Adultos
2022_28018006;2022_28018006_02;1;0;0;0;28;28 TAMAULIPAS;18;018 JIMÉNEZ;Frontera;45;Hombre;24.0;26.0;Igual;105983.867561238;Urbano ( 2500-99,999 Hab);282;2801800010206;Adolescentes y Adultos
2022_28018012;2022_28018012_01;1;0;0;0;28;28 TAMAULIPAS;18;018 JIMÉNEZ;Frontera;49;Mujer;24.0;;Igual;33739.7992732064;Urbano ( 2500-99,999 Hab);282;2801800010206;Adolescentes y Adultos
2022_28018015;2022_28018015_04;1;0;0;0;28;28 TAMAULIPAS;18;018 JIMÉNEZ;Frontera;22;Mujer;23.0;999.0;Menor;21947.5687281615;Urbano ( 2500-99,999 Hab);282;2801800010206;Adolescentes y Adultos
2022_28027008;2022_28027008_02;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;26;Mujer;26.0;;Igual;371335.918089919;Metropolitano (100mil y + Hab);283;2802700010012;Adolescentes y Adultos
2022_28027010;2022_28027010_03;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;15;Hombre;23.0;0.0;Mayor;117097.909989586;Metropolitano (100mil y + Hab);283;2802700010012;Adolescentes y Adultos
2022_28027016;2022_28027016_03;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;15;Mujer;26.0;;Mayor;277108.57491274;Metropolitano (100mil y + Hab);283;2802700010012;Adolescentes y Adultos
2022_28027017;2022_28027017_03;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;50;Mujer;24.0;;Igual;80592.4833875071;Metropolitano (100mil y + Hab);283;2802700010012;Adolescentes y Adultos
2022_28027029;2022_28027029_01;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;57;Hombre;18.0;;Menor;99115.3440809415;Metropolitano (100mil y + Hab);283;2802700012502;Adolescentes y Adultos
2022_28027037;2022_28027037_02;1;0;0;0;28;28 TAMAULIPAS;27;027 NUEVO LAREDO;Frontera;25;Mujer;23.0;;Igual;126890.315947968;Metropolitano (100mil y + Hab);283;2802700012502;Adolescentes y Adultos
2022_28032029;2022_28032029_01;1;0;0;0;28;28 TAMAULIPAS;32;032 REYNOSA;Frontera;59;Mujer;22.0;;Igual;61801.5244789624;Metropolitano (100mil y + Hab);283;2803200014049;Adolescentes y Adultos
2022_28038007;2022_28038007_01;1;0;0;0;28;28 TAMAULIPAS;38;038 TAMPICO;Frontera;57;Hombre;26.0;;Igual;50648.740142652;Metropolitano (100mil y + Hab);283;2803800010942;Adolescentes y Adultos
2022_28038024;2022_28038024_02;1;0;0;0;28;28 TAMAULIPAS;38;038 TAMPICO;Frontera;59;Mujer;23.0;;Igual;83621.0816162368;Metropolitano (100mil y + Hab);283;2803800010942;Adolescentes y Adultos
2022_28038024;2022_28038024_03;1;0;0;0;28;28 TAMAULIPAS;38;038 TAMPICO;Frontera;36;Mujer;22.0;30.0;Menor;68159.9628121335;Metropolitano (100mil y + Hab);283;2803800010942;Adolescentes y Adultos
2022_28038030;2022_28038030_01;1;0;0;0;28;28 TAMAULIPAS;38;038 TAMPICO;Frontera;43;Hombre;20.0;;Menor;168878.063197242;Metropolitano (100mil y + Hab);283;2803800010942;Adolescentes y Adultos
2022_28041009;2022_28041009_01;1;0;0;0;28;28 TAMAULIPAS;41;041 VICTORIA;Frontera;42;Hombre;20.0;20.0;Igual;163565.824910527;Metropolitano (100mil y + Hab);283;2804100011081;Adolescentes y Adultos
2022_28041022;2022_28041022_03;1;0;0;0;28;28 TAMAULIPAS;41;041 VICTORIA;Frontera;73;Mujer;90.0;;Igual;40440.4778889823;Metropolitano (100mil y + Hab);283;2804100011081;Adolescentes y Adultos
2022_29007017;2022_29007017_07;1;0;0;0;29;29 TLAXCALA;7;007 EL CARMEN TEQUEXQUITLA;Centro;16;Mujer;37.0;;Igual;45731.7228961316;Urbano ( 2500-99,999 Hab);292;2900700010071;Adolescentes y Adultos
2022_29013010;2022_29013010_01;1;0;0;0;29;29 TLAXCALA;13;013 HUAMANTLA;Centro;47;Hombre;28.0;;Igual;14515.1038687395;Rural  ( <2500 Hab );291;2901300000079;Adolescentes y Adultos
2022_29013014;2022_29013014_01;1;0;0;0;29;29 TLAXCALA;13;013 HUAMANTLA;Centro;52;Mujer;41.0;;Igual;9576.61263365129;Rural  ( <2500 Hab );291;2901300000079;Adolescentes y Adultos
2022_29013015;2022_29013015_01;1;0;0;0;29;29 TLAXCALA;13;013 HUAMANTLA;Centro;43;Mujer;37.0;;Menor;16609.9594349362;Rural  ( <2500 Hab );291;2901300000079;Adolescentes y Adultos
2022_29018005;2022_29018005_01;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;63;Mujer;32.0;;Igual;24068.9926094044;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29018008;2022_29018008_02;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;19;Hombre;23.0;;Igual;33495.4159613725;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29018011;2022_29018011_02;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;24;Hombre;;;Igual;85740.6255152475;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29018018;2022_29018018_03;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;24;Mujer;25.0;;Igual;26237.9451821663;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29018024;2022_29018024_01;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;55;Hombre;53.0;;Igual;80084.8158382352;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29018033;2022_29018033_03;1;0;0;0;29;29 TLAXCALA;18;018 CONTLA DE JUAN CUAMATZI;Centro;12;Hombre;26.0;;Igual;31661.4239958818;Urbano ( 2500-99,999 Hab);292;2901800010018;Adolescentes y Adultos
2022_29031002;2022_29031002_01;1;0;0;0;29;29 TLAXCALA;31;031 TETLA DE LA SOLIDARIDAD;Centro;67;Mujer;30.0;;Igual;42286.6900716229;Urbano ( 2500-99,999 Hab);292;2903100010236;Adolescentes y Adultos
2022_29031009;2022_29031009_01;1;0;0;0;29;29 TLAXCALA;31;031 TETLA DE LA SOLIDARIDAD;Centro;91;Mujer;37.0;;Igual;34262.136945025;Urbano ( 2500-99,999 Hab);292;2903100010236;Adolescentes y Adultos
2022_29031024;2022_29031024_01;1;0;0;0;29;29 TLAXCALA;31;031 TETLA DE LA SOLIDARIDAD;Centro;36;Mujer;;;Igual;54925.1526608985;Urbano ( 2500-99,999 Hab);292;2903100010236;Adolescentes y Adultos
2022_29031032;2022_29031032_01;2;1;0;0;29;29 TLAXCALA;31;031 TETLA DE LA SOLIDARIDAD;Centro;33;Hombre;24.0;;Igual;310029.347415194;Urbano ( 2500-99,999 Hab);292;2903100010236;Adolescentes y Adultos
2022_29043011;2022_29043011_03;1;0;0;0;29;29 TLAXCALA;43;043 YAUHQUEMEHCAN;Centro;67;Mujer;25.0;;Igual;24401.0933223289;Urbano ( 2500-99,999 Hab);292;2904300110241;Adolescentes y Adultos
2022_29043019;2022_29043019_01;1;0;0;0;29;29 TLAXCALA;43;043 YAUHQUEMEHCAN;Centro;33;Mujer;33.0;;Igual;27824.0942664818;Urbano ( 2500-99,999 Hab);292;2904300110241;Adolescentes y Adultos
2022_29043022;2022_29043022_01;1;0;0;0;29;29 TLAXCALA;43;043 YAUHQUEMEHCAN;Centro;28;Hombre;37.0;;Igual;168330.087693414;Urbano ( 2500-99,999 Hab);292;2904300110241;Adolescentes y Adultos
2022_29043023;2022_29043023_03;1;0;0;0;29;29 TLAXCALA;43;043 YAUHQUEMEHCAN;Centro;12;Hombre;37.0;;Igual;75668.809889927;Urbano ( 2500-99,999 Hab);292;2904300110241;Adolescentes y Adultos
2022_29043031;2022_29043031_01;1;0;0;0;29;29 TLAXCALA;43;043 YAUHQUEMEHCAN;Centro;63;Hombre;23.0;25.0;Igual;67085.7547380217;Urbano ( 2500-99,999 Hab);292;2904300110241;Adolescentes y Adultos
2022_30033013;2022_30033013_01;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;33;033 CAZONES DE HERRERA;Centro;56;Mujer;22.0;;Menor;77555.3877072287;Rural  ( <2500 Hab );301;3003300000017;Adolescentes y Adultos
2022_30039002;2022_30039002_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;39;039 COATZACOALCOS;Centro;13;Mujer;20.0;;Menor;213968.269386189;Urbano ( 2500-99,999 Hab);302;3003901782021;Adolescentes y Adultos
2022_30039003;2022_30039003_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;39;039 COATZACOALCOS;Centro;35;Mujer;;;Igual;466152.934496962;Urbano ( 2500-99,999 Hab);302;3003901782021;Adolescentes y Adultos
2022_30087034;2022_30087034_03;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;87;087 XALAPA;Centro;15;Mujer;19.0;27.0;Igual;155813.49875029;Metropolitano (100mil y + Hab);303;300870001061A;Adolescentes y Adultos
2022_30123009;2022_30123009_01;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;123;123 PÁNUCO;Centro;64;Mujer;24.0;;Igual;254464.77182571;Urbano ( 2500-99,999 Hab);302;3012300010707;Adolescentes y Adultos
2022_30123012;2022_30123012_06;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;123;123 PÁNUCO;Centro;14;Mujer;24.0;;Menor;267460.336732736;Urbano ( 2500-99,999 Hab);302;3012300010707;Adolescentes y Adultos
2022_30124003;2022_30124003_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;124;124 PAPANTLA;Centro;65;Mujer;28.0;;Igual;386858.287537547;Rural  ( <2500 Hab );301;3012400000367;Adolescentes y Adultos
2022_30124010;2022_30124010_01;2;1;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;124;124 PAPANTLA;Centro;32;Mujer;999.9;;Igual;335489.21256814;Rural  ( <2500 Hab );301;3012400000367;Adolescentes y Adultos
2022_30131021;2022_30131021_03;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;131;131 POZA RICA DE HIDALGO;Centro;40;Mujer;20.0;;Menor;571191.844870864;Metropolitano (100mil y + Hab);303;3013100010291;Adolescentes y Adultos
2022_30159004;2022_30159004_05;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;Centro;32;Hombre;28.0;;Igual;305369.096568041;Rural  ( <2500 Hab );301;3015900000019;Adolescentes y Adultos
2022_30159005;2022_30159005_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;Centro;70;Mujer;28.0;;Igual;25963.4686563304;Rural  ( <2500 Hab );301;3015900000019;Adolescentes y Adultos
2022_30159007;2022_30159007_02;5;1;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;Centro;26;Mujer;48.0;;Igual;45031.8058868235;Rural  ( <2500 Hab );301;3015900000019;Adolescentes y Adultos
2022_30159015;2022_30159015_04;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;Centro;24;Mujer;999.0;;Igual;90063.6117736469;Rural  ( <2500 Hab );301;3015900000019;Adolescentes y Adultos
2022_30159024;2022_30159024_03;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;Centro;17;Mujer;0.0;;Mayor;71842.5030296533;Rural  ( <2500 Hab );301;3015900000019;Adolescentes y Adultos
2022_30167027;2022_30167027_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;167;167 TEPETZINTLA;Centro;54;Mujer;28.0;;Menor;366429.271429022;Urbano ( 2500-99,999 Hab);302;3016700010171;Adolescentes y Adultos
2022_30201021;2022_30201021_02;1;0;0;0;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;201;201 ZONGOLICA;Centro;64;Mujer;28.0;;Igual;275776.559575139;Rural  ( <2500 Hab );301;3020100000048;Adolescentes y Adultos
2022_31038003;2022_31038003_02;1;0;0;0;31;31 YUCATÁN;38;038 HUNUCMÁ;Península;47;Hombre;10.0;;Igual;65743.9994837968;Urbano ( 2500-99,999 Hab);312;310380001022A;Adolescentes y Adultos
2022_31038005;2022_31038005_02;1;0;0;0;31;31 YUCATÁN;38;038 HUNUCMÁ;Península;83;Mujer;10.0;;Igual;28538.3864241055;Urbano ( 2500-99,999 Hab);312;310380001022A;Adolescentes y Adultos
2022_31038014;2022_31038014_01;1;0;0;0;31;31 YUCATÁN;38;038 HUNUCMÁ;Península;42;Hombre;16.0;;Igual;54707.2652709372;Urbano ( 2500-99,999 Hab);312;310380001022A;Adolescentes y Adultos
2022_31041004;2022_31041004_02;1;0;0;0;31;31 YUCATÁN;41;041 KANASÍN;Península;58;Hombre;22.0;;Igual;75228.1055584527;Metropolitano (100mil y + Hab);313;3104100010865;Adolescentes y Adultos
2022_31041008;2022_31041008_01;1;0;0;0;31;31 YUCATÁN;41;041 KANASÍN;Península;37;Mujer;12.0;10.0;Mayor;39953.3616197619;Metropolitano (100mil y + Hab);313;3104100010865;Adolescentes y Adultos
2022_31050046;2022_31050046_01;2;1;0;0;31;31 YUCATÁN;50;050 MÉRIDA;Península;67;Mujer;25.0;;Mayor;37481.7054011841;Metropolitano (100mil y + Hab);313;3105000013040;Adolescentes y Adultos
2022_31050049;2022_31050049_01;1;0;0;0;31;31 YUCATÁN;50;050 MÉRIDA;Península;74;Mujer;16.0;;Igual;79379.3588525078;Metropolitano (100mil y + Hab);313;3105000013040;Adolescentes y Adultos
2022_31050056;2022_31050056_01;1;0;0;0;31;31 YUCATÁN;50;050 MÉRIDA;Península;39;Hombre;22.0;;Mayor;272678.845228232;Metropolitano (100mil y + Hab);313;3105000013040;Adolescentes y Adultos
2022_31052004;2022_31052004_01;1;0;0;0;31;31 YUCATÁN;52;052 MOTUL;Península;51;Hombre;18.0;;Menor;30678.3061795728;Rural  ( <2500 Hab );311;3105200000110;Adolescentes y Adultos
2022_31056004;2022_31056004_02;1;0;0;0;31;31 YUCATÁN;56;056 OXKUTZCAB;Península;60;Mujer;20.0;15.0;Igual;114407.467971463;Urbano ( 2500-99,999 Hab);312;310560001004A;Adolescentes y Adultos
2022_31056019;2022_31056019_06;1;0;0;0;31;31 YUCATÁN;56;056 OXKUTZCAB;Península;15;Mujer;16.0;;Igual;65285.9397759076;Urbano ( 2500-99,999 Hab);312;310560001004A;Adolescentes y Adultos
2022_31079008;2022_31079008_02;1;0;0;0;31;31 YUCATÁN;79;079 TEKAX;Península;38;Mujer;;;Menor;94263.533537364;Urbano ( 2500-99,999 Hab);312;3107900010491;Adolescentes y Adultos
2022_31079008;2022_31079008_03;1;0;0;0;31;31 YUCATÁN;79;079 TEKAX;Península;13;Mujer;12.0;12.0;Menor;88289.2987299925;Urbano ( 2500-99,999 Hab);312;3107900010491;Adolescentes y Adultos
2022_31079012;2022_31079012_03;2;1;0;0;31;31 YUCATÁN;79;079 TEKAX;Península;23;Mujer;;;Igual;47131.7667686821;Urbano ( 2500-99,999 Hab);312;3107900010491;Adolescentes y Adultos
2022_31079031;2022_31079031_03;1;0;0;0;31;31 YUCATÁN;79;079 TEKAX;Península;17;Mujer;;;Mayor;42446.7782355733;Urbano ( 2500-99,999 Hab);312;3107900010491;Adolescentes y Adultos
2022_31079032;2022_31079032_03;2;1;0;0;31;31 YUCATÁN;79;079 TEKAX;Península;69;Mujer;15.0;;Igual;39899.4560195714;Urbano ( 2500-99,999 Hab);312;3107900010491;Adolescentes y Adultos
2022_31098012;2022_31098012_02;1;0;0;0;31;31 YUCATÁN;98;098 TZUCACAB;Península;69;Mujer;38.0;;Igual;51281.3929687108;Urbano ( 2500-99,999 Hab);312;3109800010105;Adolescentes y Adultos
2022_31098013;2022_31098013_01;1;0;0;0;31;31 YUCATÁN;98;098 TZUCACAB;Península;24;Mujer;14.0;;Igual;29123.4770289372;Urbano ( 2500-99,999 Hab);312;3109800010105;Adolescentes y Adultos
2022_31098021;2022_31098021_02;1;0;0;0;31;31 YUCATÁN;98;098 TZUCACAB;Península;13;Hombre;12.0;;Igual;64176.4280404543;Urbano ( 2500-99,999 Hab);312;3109800010105;Adolescentes y Adultos
2022_31101005;2022_31101005_04;1;0;0;0;31;31 YUCATÁN;101;101 UMÁN;Península;12;Hombre;15.0;;Igual;157841.361591384;Rural  ( <2500 Hab );311;3110100000140;Adolescentes y Adultos
2022_31101006;2022_31101006_03;1;0;0;0;31;31 YUCATÁN;101;101 UMÁN;Península;48;Mujer;18.0;;Igual;47343.7023664003;Rural  ( <2500 Hab );311;3110100000140;Adolescentes y Adultos
2022_31101014;2022_31101014_03;1;0;0;0;31;31 YUCATÁN;101;101 UMÁN;Península;27;Hombre;20.0;;Igual;112331.352297662;Rural  ( <2500 Hab );311;3110100000140;Adolescentes y Adultos
2022_31101025;2022_31101025_02;1;0;0;0;31;31 YUCATÁN;101;101 UMÁN;Península;31;Mujer;12.0;;Igual;43988.6476467808;Rural  ( <2500 Hab );311;3110100000140;Adolescentes y Adultos
2022_31101029;2022_31101029_02;1;0;0;0;31;31 YUCATÁN;101;101 UMÁN;Península;21;Hombre;15.0;;Igual;47360.7734405142;Rural  ( <2500 Hab );311;3110100000140;Adolescentes y Adultos
2022_32010014;2022_32010014_01;2;1;0;0;32;32 ZACATECAS;10;010 FRESNILLO;Centro Norte;65;Hombre;35.0;;Igual;122905.048966642;Metropolitano (100mil y + Hab);323;3201000012446;Adolescentes y Adultos
2022_32010015;2022_32010015_01;2;1;0;0;32;32 ZACATECAS;10;010 FRESNILLO;Centro Norte;52;Mujer;27.0;;Igual;21287.0747258242;Metropolitano (100mil y + Hab);323;3201000012446;Adolescentes y Adultos
2022_32017017;2022_32017017_01;2;1;0;0;32;32 ZACATECAS;17;017 GUADALUPE;Centro Norte;45;Mujer;28.0;;Igual;55671.6443045471;Metropolitano (100mil y + Hab);323;3201700010614;Adolescentes y Adultos
2022_32017017;2022_32017017_06;2;1;0;0;32;32 ZACATECAS;17;017 GUADALUPE;Centro Norte;12;Hombre;28.0;;Igual;93428.8557332504;Metropolitano (100mil y + Hab);323;3201700010614;Adolescentes y Adultos
2022_32017027;2022_32017027_01;2;1;0;0;32;32 ZACATECAS;17;017 GUADALUPE;Centro Norte;64;Mujer;33.0;;Igual;27375.6789697564;Metropolitano (100mil y + Hab);323;3201700010614;Adolescentes y Adultos
2022_32017043;2022_32017043_03;1;0;0;0;32;32 ZACATECAS;17;017 GUADALUPE;Centro Norte;23;Hombre;26.0;;Menor;175331.239046315;Metropolitano (100mil y + Hab);323;3201700012220;Adolescentes y Adultos
2022_32017052;2022_32017052_04;1;0;0;0;32;32 ZACATECAS;17;017 GUADALUPE;Centro Norte;21;Mujer;26.0;;Igual;145832.602756283;Metropolitano (100mil y + Hab);323;3201700012220;Adolescentes y Adultos
2022_32023002;2022_32023002_02;1;0;0;0;32;32 ZACATECAS;23;023 JUCHIPILA;Centro Norte;56;Mujer;26.0;;Igual;42742.5364292331;Rural  ( <2500 Hab );321;3202300000043;Adolescentes y Adultos
